TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:document_id = hidden_test_fr_1
# hipe2022:date = 1923-01-15
# hipe2022:language = fr
# hipe2022:dataset = newseye
# hipe2022:document_type = newspaper
# hipe2022:original_source = NewsEye-GT-NER_EL_StD-v1/NewsEye-French/hidden_test.tsv
# newseye:decade = 1923
# newseye:doi = https://doi.org/10.5281/zenodo.4573313
# newseye:version = v1.0
# newseye:publication_title = L_OEuvre 
# newseye:original_license = CC-BY 4.0
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
Celui	O	_	_	_	_	O	-	_	-
-	O	_	_	_	_	O	-	_	-
ci	O	_	_	_	_	O	-	_	-
me	O	_	_	_	_	O	-	_	-
verse	O	_	_	_	_	O	-	_	-
un	O	_	_	_	_	O	-	_	-
petit	O	_	_	_	_	O	-	_	-
vin	O	_	_	_	_	O	-	_	-
rouge	O	_	_	_	_	O	-	_	-
con¬	O	_	_	_	_	O	-	_	-
tenu	O	_	_	_	_	O	-	_	-
dans	O	_	_	_	_	O	-	_	-
une	O	_	_	_	_	O	-	_	-
bouteille	O	_	_	_	_	O	-	_	-
dont	O	_	_	_	_	O	-	_	-
le	O	_	_	_	_	O	-	_	-
s	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
adorne	O	_	_	_	_	O	-	_	-
d	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
un	O	_	_	_	_	O	-	_	-
cachet	O	_	_	_	_	O	-	_	-
qui	O	_	_	_	_	O	-	_	-
semble	O	_	_	_	_	O	-	_	-
suspect	O	_	_	_	_	O	-	_	-
comme	O	_	_	_	_	O	-	_	-
une	O	_	_	_	_	O	-	_	-
décoration	O	_	_	_	_	O	-	_	-
sur	O	_	_	_	_	O	-	_	-
un	O	_	_	_	_	O	-	_	-
monsieur	O	_	_	_	_	O	-	_	-
aux	O	_	_	_	_	O	-	_	-
doigts	O	_	_	_	_	O	-	_	-
chargés	O	_	_	_	_	O	-	_	-
de	O	_	_	_	_	O	-	_	-
trop	O	_	_	_	_	O	-	_	-
de	O	_	_	_	_	O	-	_	-
bagues	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
—	O	_	_	_	_	O	-	_	-
C	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
est	O	_	_	_	_	O	-	_	-
deux	O	_	_	_	_	O	-	_	-
francs	O	_	_	_	_	O	-	_	-
!	O	_	_	_	_	O	-	_	-
Ce	O	_	_	_	_	O	-	_	-
vin	O	_	_	_	_	O	-	_	-
m	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
a	O	_	_	_	_	O	-	_	-
mis	O	_	_	_	_	O	-	_	-
en	O	_	_	_	_	O	-	_	-
goût	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Je	O	_	_	_	_	O	-	_	-
m	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
asse	O	_	_	_	_	O	-	_	-
maintenant	O	_	_	_	_	O	-	_	-
dans	O	_	_	_	_	O	-	_	-
ce	O	_	_	_	_	O	-	_	-
café	O	_	_	_	_	O	-	_	-
des	O	_	_	_	_	O	-	_	-
boulevards	O	_	_	_	_	O	-	_	-
où	O	_	_	_	_	O	-	_	-
Ernest	B-pers	_	_	_	_	O	Q3732124	_	-
la	I-pers	_	_	_	_	O	Q3732124	_	-
Jeunesse	I-pers	_	_	_	_	O	Q3732124	_	-
avait	O	_	_	_	_	O	-	_	-
sa	O	_	_	_	_	O	-	_	-
table	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
—	O	_	_	_	_	O	-	_	-
Nous	O	_	_	_	_	O	-	_	-
n	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
avons	O	_	_	_	_	O	-	_	-
pas	O	_	_	_	_	O	-	_	-
de	O	_	_	_	_	O	-	_	-
vin	O	_	_	_	_	O	-	_	-
rouge	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
me	O	_	_	_	_	O	-	_	-
répond	O	_	_	_	_	O	-	_	-
le	O	_	_	_	_	O	-	_	-
garçon	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
(	O	_	_	_	_	O	-	_	-
Celui	O	_	_	_	_	O	-	_	-
-	O	_	_	_	_	O	-	_	-
ci	O	_	_	_	_	O	-	_	-
a	O	_	_	_	_	O	-	_	-
l	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
air	O	_	_	_	_	O	-	_	-
protec¬	O	_	_	_	_	O	-	_	-
teur	O	_	_	_	_	O	-	_	-
et	O	_	_	_	_	O	-	_	-
me	O	_	_	_	_	O	-	_	-
marque	O	_	_	_	_	O	-	_	-
quelque	O	_	_	_	_	O	-	_	-
commisèra	O	_	_	_	_	O	-	_	-
tion	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Brave	O	_	_	_	_	O	-	_	-
cœur	O	_	_	_	_	O	-	_	-
!	O	_	_	_	_	O	-	_	-
Il	O	_	_	_	_	O	-	_	-
croit	O	_	_	_	_	O	-	_	-
que	O	_	_	_	_	O	-	_	-
je	O	_	_	_	_	O	-	_	-
me	O	_	_	_	_	O	-	_	-
sui¬	O	_	_	_	_	O	-	_	-
trompé	O	_	_	_	_	O	-	_	-
d	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
établissement	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
)	O	_	_	_	_	O	-	_	-
Nous	O	_	_	_	_	O	-	_	-
n	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
enavon¬	O	_	_	_	_	O	-	_	-
qu	O	_	_	_	_	O	-	_	-
'	O	_	_	_	_	O	-	_	-
en	O	_	_	_	_	O	-	_	-
bouteille	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Voulez	O	_	_	_	_	O	-	_	-
-	O	_	_	_	_	O	-	_	-
vous	O	_	_	_	_	O	-	_	-
du	O	_	_	_	_	O	-	_	-
bli	O	_	_	_	_	O	-	_	-
J	O	_	_	_	_	O	-	_	-
