TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id											
# segment_iiif_link											
FROM	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
VIRGINIA	O	_	_	_	_	_	_	_	_
PAPER	O	_	_	_	_	_	_	_	NOSPACEAFTER
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE
To	O	_	_	_	_	_	_	_	_
his	O	_	_	_	_	_	_	_	_
EXCELLENCY	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
GOVERNOR	O	_	_	_	_	_	_	_	ENDOFLINE
GINIA	O	_	_	_	_	_	_	_	NOSPACEAFTER
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE
NEW	O	_	_	_	_	_	_	_	NOSPACEAFTER
-	O	_	_	_	_	_	_	_	NOSPACEAFTER
YORK	O	_	_	_	_	_	_	_	NOSPACEAFTER
,	O	_	_	_	_	_	_	_	_
SEPT	O	_	_	_	_	_	_	_	NOSPACEAFTER
.	O	_	_	_	_	_	_	_	_
28	O	_	_	_	_	_	_	_	NOSPACEAFTER
,	O	_	_	_	_	_	_	_	_
1780	O	_	_	_	_	_	_	_	NOSPACEAFTER
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE
SIR	O	_	_	_	_	_	_	_	NOSPACEAFTER
,	O	_	_	_	_	_	_	_	ENDOFLINE
W	B-PERS	_	_	_	_	_	_	_	_
E	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
long	O	_	_	_	_	_	_	_	_
waited	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
anxious	O	_	_	_	_	_	_	_	_
expectations	O	_	_	_	_	_	_	_	NOSPACEAFTER
,	O	_	_	_	_	_	_	_	ENDOFLINE
of	O	_	_	_	_	_	_	_	_
having	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
our	O	_	_	_	_	_	_	_	_
power	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
tranlinit	O	_	_	_	_	_	_	_	_
effec	O	_	_	_	_	_	_	_	NOSPACEAFTER
¬	O	_	_	_	_	_	_	_	ENDOFLINE
tual	O	_	_	_	_	_	_	_	_
Amendments	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Conftitution	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Uni	O	_	_	_	_	_	_	_	NOSPACEAFTER
¬	O	_	_	_	_	_	_	_	ENDOFLINE
ted	O	_	_	_	_	_	_	_	_
Stares	O	_	_	_	_	_	_	_	NOSPACEAFTER
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
