TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/fr/retokenized/lestragdiesdeso00tourgoog_0064.xmi
# hipe2022:license = CC-BY
# hipe2022:language = fr
# hipe2022:document_type = commentary
# hipe2022:document_id = lestragdiesdeso00tourgoog_0064
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
ton	O	_	_	_	_	O	-	_	-
bras	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
L	O	_	_	_	_	O	-	_	-
’	O	_	_	_	_	O	-	_	-
accusatif	O	_	_	_	_	O	-	_	-
yépæ	O	_	_	_	_	O	-	_	-
tient	O	_	_	_	_	O	-	_	-
ici	O	_	_	_	_	O	-	_	-
la	O	_	_	_	_	O	-	_	-
place	O	_	_	_	_	O	-	_	-
de	O	_	_	_	_	O	-	_	-
aliyuñv	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
régulièrement	O	_	_	_	_	O	-	_	-
joint	O	_	_	_	_	O	-	_	-
à	O	_	_	_	_	O	-	_	-
aiypaLetv	O	_	_	_	_	O	-	_	-
dans	O	_	_	_	_	O	-	_	-
Homère	B-pers	_	_	_	_	O	Q6691	_	-
.	O	_	_	_	_	O	-	_	-
Euripide	B-pers	_	_	_	_	O	Q48305	_	-
a	O	_	_	_	_	O	-	_	-
dit	O	_	_	_	_	O	-	_	-
avec	O	_	_	_	_	O	-	_	-
une	O	_	_	_	_	O	-	_	-
égale	O	_	_	_	_	O	-	_	-
hardiesse	O	_	_	_	_	O	-	_	-
χεῖρας	O	_	_	_	_	O	-	_	-
EtrxovtLoa	O	_	_	_	_	O	-	_	-
(	O	_	_	_	_	O	-	_	-
Iphig	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
