TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Leiche	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Achilleus	S-pers	O	B-pers.myth	O	O	O	_	_	_
ſich	O	O	O	O	O	O	_	_	_
unterhalten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ſchließlich	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
That	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Odyſſeus	S-pers	O	B-pers.myth	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Vorzug	O	O	O	O	O	O	_	_	_
geben	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
Darnach	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
entſchieden	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
Im	O	O	O	O	O	O	_	_	_
Unwillen	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
Aias	S-pers	O	B-pers.myth	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Wahnſinn	O	O	O	O	O	O	_	_	_
befallen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Wut	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Atriden	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Odyſſeus	S-pers	O	B-pers.myth	O	O	O	_	_	_
ermorden	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
fällt	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Herden	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Heeres	O	O	O	O	O	O	_	_	_
her	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
Schon	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
alſo	O	O	O	O	O	O	_	_	_
ſcheint	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Kränkung	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Groll	O	O	O	O	O	O	_	_	_
wegen	O	O	O	O	O	O	_	_	_
dieſer	O	O	O	O	O	O	_	_	_
Kränkung	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
ſondern	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Gefühl	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
ſich	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
ſeinen	O	O	O	O	O	O	_	_	_
Feinden	O	O	O	O	O	O	_	_	_
lächerlich	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Beweggrund	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Selbſtmordes	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ſein	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
—	O	O	O	O	O	O	_	_	_
Dramatiſch	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Stoff	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
Sophokles	S-pers	O	B-pers.author	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Äſchylos	O	O	O	O	O	O	_	_	_
behandelt	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Θροῇσσαι	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
denen	O	O	O	O	O	O	_	_	_
vielleicht	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Trilogie	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Stüc>"OnJw»	O	O	O	O	O	O	_	_	_
κοίσις	O	O	O	O	O	O	_	_	_
vorherging	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Stück	O	O	O	O	O	O	_	_	_
Σαλαμίνιαι	O	O	O	O	O	O	_	_	_
folgte	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
In	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Drama	O	O	O	O	O	O	_	_	_
Ὅπλων	O	O	O	O	O	O	_	_	_
κρίσις	O	O	O	O	O	O	_	_	_
mußten	O	O	O	O	O	O	_	_	_
jedenfalls	O	O	O	O	O	O	_	_	_
diejenigen	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
deren	O	O	O	O	O	O	_	_	_
Urteil	O	O	O	O	O	O	_	_	_
entſchieden	O	O	O	O	O	O	_	_	_
wurde	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
Achäer	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
Troianer	O	O	O	O	O	O	_	_	_
ſein	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Θοῇσσαι	O	O	O	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	_
kriegsgefangene	O	O	O	O	O	O	_	_	_
Frauen	O	O	O	O	O	O	_	_	_
bildeten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Chor	O	O	O	O	O	O	_	_	_
)	O	O	O	O	O	O	_	_	_
erfahren	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
darin	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Selbſtmord	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Aias	S-pers	O	B-pers.myth	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
Sophokles	S-pers	O	B-pers.author	O	O	O	_	_	_
auf	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Bühne	O	O	O	O	O	O	_	_	_
dargeſtellt	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
ſondern	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Boten	O	O	O	O	O	O	_	_	_
erzählt	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
Faſt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Widerſpruch	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Rolle	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
Odyſſeus	S-pers	O	B-pers.myth	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Waffenſtreite	O	O	O	O	O	O	_	_	_
ſpielt	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
ſteht	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
