TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
FROM	O	_	_	_	_	_	_	_	_
A	O	_	_	_	_	_	_	_	_
VIRGINIA	O	_	_	_	_	_	_	_	_
PAPER	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
To	O	_	_	_	_	_	_	_	_
his	O	_	_	_	_	_	_	_	_
EXCELLENCY	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
GOVERNOR	B-pers	_	_	_	_	_	_	_	_
GINIA	I-pers	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
NEW	B-loc	_	_	_	_	_	_	_	_
-	I-loc	_	_	_	_	_	_	_	_
YORK	I-loc	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
SEPT	B-time	_	_	_	_	_	_	_	_
.	I-time	_	_	_	_	_	_	_	_
28	I-time	_	_	_	_	_	_	_	_
,	I-time	_	_	_	_	_	_	_	_
1780	I-time	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
SIR	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
W	O	_	_	_	_	_	_	_	_
E	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
long	O	_	_	_	_	_	_	_	_
waited	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
anxious	O	_	_	_	_	_	_	_	_
expectations	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
having	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
our	O	_	_	_	_	_	_	_	_
power	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
tranlinit	O	_	_	_	_	_	_	_	_
effec	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
tual	O	_	_	_	_	_	_	_	_
Amendments	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Conftitution	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Uni	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
ted	O	_	_	_	_	_	_	_	_
Stares	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	_
grief	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
we	O	_	_	_	_	_	_	_	_
now	O	_	_	_	_	_	_	_	_
fend	O	_	_	_	_	_	_	_	_
forward	O	_	_	_	_	_	_	_	_
propolitions	O	_	_	_	_	_	_	_	_
inadequate	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
purpofe	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
real	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
fubftantial	O	_	_	_	_	_	_	_	_
Amendments	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
fo	O	_	_	_	_	_	_	_	_
far	O	_	_	_	_	_	_	_	_
fhort	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
wiihes	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
our	O	_	_	_	_	_	_	_	_
country	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
By	O	_	_	_	_	_	_	_	_
perufing	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Journal	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Senate	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
your	O	_	_	_	_	_	_	_	_
Excellency	O	_	_	_	_	_	_	_	_
will	O	_	_	_	_	_	_	_	_
fee	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
that	O	_	_	_	_	_	_	_	_
we	O	_	_	_	_	_	_	_	_
did	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
vain	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
bring	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
view	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Amend	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
ments	O	_	_	_	_	_	_	_	_
propofed	O	_	_	_	_	_	_	_	_
by	O	_	_	_	_	_	_	_	_
our	O	_	_	_	_	_	_	_	_
Convention	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
approv	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
ed	O	_	_	_	_	_	_	_	_
by	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Legiflature	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
We	O	_	_	_	_	_	_	_	_
fltall	O	_	_	_	_	_	_	_	_
tranfmit	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
com	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
plete	O	_	_	_	_	_	_	_	_
let	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Journals	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
both	O	_	_	_	_	_	_	_	_
Houfes	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
Con	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
grefsto	O	_	_	_	_	_	_	_	_
your	O	_	_	_	_	_	_	_	_
addrefs	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
with	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
letter	O	_	_	_	_	_	_	_	_
accom	O	_	_	_	_	_	_	_	_
panying	O	_	_	_	_	_	_	_	_
them	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
we	O	_	_	_	_	_	_	_	_
entreat	O	_	_	_	_	_	_	_	_
your	O	_	_	_	_	_	_	_	_
Excellency	O	_	_	_	_	_	_	_	_
will	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
gaodnefs	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
lay	O	_	_	_	_	_	_	_	_
before	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
Honorable	O	_	_	_	_	_	_	_	_
Legillature	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
enfuing	O	_	_	_	_	_	_	_	_
meeting	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
We	O	_	_	_	_	_	_	_	_
have	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
honor	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
every	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
entiment	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
rc	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
fpeCt	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
to	O	_	_	_	_	_	_	_	_
be	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Sir	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
your	O	_	_	_	_	_	_	_	_
