TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:document_id = EXP-1798-01-04-a-i0005
# hipe2022:date = 1798-01-04
# hipe2022:language = fr
# hipe2022:document_type = newspaper
# hipe2022:dataset = hipe2020
# hipe2022:original_source = v1.4.1/fr/HIPE-data-v1.4.1-test-fr.tsv
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-COARSE-METO NE-FINE-LIT NE-FINE-METO NE-FINE-COMP NE-NESTED NEL-LIT NEL-METO MISC
# hipe2020:doi = https://zenodo.org/record/6046853
# hipe2020:version = v1.4.1
# hipe2020:original_license = CC-BY-NC-SA 4.0
# hipe2020:publication_title = EXP
G	O	_	_	_	_	O	-	_	-
R	O	_	_	_	_	O	-	_	-
E	O	_	_	_	_	O	-	_	-
E	O	_	_	_	_	O	-	_	-
F	O	_	_	_	_	O	-	_	-
E	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
1	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Le	O	_	_	_	_	O	-	_	-
public	O	_	_	_	_	O	-	_	-
est	O	_	_	_	_	O	-	_	-
averti	O	_	_	_	_	O	-	_	-
que	O	_	_	_	_	O	-	_	-
Charlotte	B-pers	_	_	_	_	O	-	_	-
née	I-pers	_	_	_	_	O	-	_	-
Bourgoin	I-pers	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
femme	O	_	_	_	_	O	-	_	-
-	O	_	_	_	_	O	-	_	-
de	O	_	_	_	_	O	-	_	-
Joseph	B-pers	_	_	_	_	O	-	_	-
Digiez	I-pers	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
et	O	_	_	_	_	O	-	_	-
Maurice	B-pers	_	_	_	_	O	-	_	-
Bourgoin	I-pers	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
enfant	O	_	_	_	_	O	-	_	-
mineur	O	_	_	_	_	O	-	_	-
représenté	O	_	_	_	_	O	-	_	-
par	O	_	_	_	_	O	-	_	-
le	O	_	_	_	_	O	-	_	-
sieur	B-pers	_	_	_	_	O	Q7758	_	-
Jaques	I-pers	_	_	_	_	O	Q7758	_	-
Charles	I-pers	_	_	_	_	O	Q7758	_	-
Gicot	I-pers	_	_	_	_	O	Q7758	_	-
son	O	_	_	_	_	O	-	_	-
curateur	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
ont	O	_	_	_	_	O	-	_	-
été	O	_	_	_	_	O	-	_	-
admis	O	_	_	_	_	O	-	_	-
par	O	_	_	_	_	O	-	_	-
arrêt	O	_	_	_	_	O	-	_	-
du	O	_	_	_	_	O	-	_	-
Conseil	B-org	_	_	_	_	O	-	_	-
d	I-org	_	_	_	_	O	-	_	-
'	I-org	_	_	_	_	O	-	_	-
Etat	I-org	_	_	_	_	O	-	_	-
du	O	_	_	_	_	O	-	_	-
5	O	_	_	_	_	O	-	_	-
décembre	O	_	_	_	_	O	-	_	-
1797	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
à	O	_	_	_	_	O	-	_	-
solliciter	O	_	_	_	_	O	-	_	-
une	O	_	_	_	_	O	-	_	-
renonciation	O	_	_	_	_	O	-	_	-
générale	O	_	_	_	_	O	-	_	-
et	O	_	_	_	_	O	-	_	-
absolue	O	_	_	_	_	O	-	_	-
aux	O	_	_	_	_	O	-	_	-
biens	O	_	_	_	_	O	-	_	-
et	O	_	_	_	_	O	-	_	-
aux	O	_	_	_	_	O	-	_	-
dettes	O	_	_	_	_	O	-	_	-
présentes	O	_	_	_	_	O	-	_	-
et	O	_	_	_	_	O	-	_	-
futures	O	_	_	_	_	O	-	_	-
de	O	_	_	_	_	O	-	_	-
Jean	B-pers	_	_	_	_	O	-	_	-
-	I-pers	_	_	_	_	O	-	_	-
