TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Neuigkeiten	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	_
Mißhandlung	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Franken	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Rom	S-loc	O	B-loc.adm.town	O	O	O	Q220	_	_
.	O	O	O	O	O	O	_	_	_
]	O	O	O	O	O	O	_	_	_
Buonaparte	B-pers	O	B-pers.ind	O	O	O	NIL	_	_
'	I-pers	O	I-pers.ind	O	O	O	NIL	_	_
s	E-pers	O	I-pers.ind	O	O	O	NIL	_	_
Bruder	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
neulich	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
erzählten	O	O	O	O	O	O	_	_	_
Vorfälle	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Rom	S-loc	O	B-loc.adm.town	O	O	O	Q220	_	_
ans	O	O	O	O	O	O	_	_	_
Directorium	O	O	O	O	O	O	_	_	_
berichtet	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
verdächtige	O	O	O	O	O	O	_	_	_
Weise	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
römische	O	O	O	O	O	O	_	_	_
Regierung	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
dabey	O	O	O	O	O	O	_	_	_
betrug	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
