TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
1449	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
τῆσ	O	O	O	O	O	O	_	_	_
φιλτάτησ	O	O	O	O	O	O	_	_	_
OT	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
corrected	O	O	O	O	O	O	_	_	_
by	O	O	O	O	O	O	_	_	_
pr	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
m	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
L	B-pers	O	B-pers.author	O	O	O	NIL	_	_
,	E-pers	O	O	O	O	O	NIL	_	_
Edd	B-work	O	B-work.primlit	O	O	O	NIL	_	_
.	E-work	O	I-work.primlit	O	O	O	NIL	_	_
“	O	O	O	O	O	O	_	_	_
τε	O	O	O	O	O	O	_	_	_
φιλτάτων	O	O	O	O	O	O	_	_	_
LA	O	O	O	O	O	O	_	_	_
”	O	O	O	O	O	O	_	_	_
Jahnl	S-pers	O	O	O	O	O	NIL	_	_
1454	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
ἂρ	O	O	O	O	O	O	_	_	_
’	O	O	O	O	O	O	_	_	_
O	B-work	O	B-work.primlit	O	O	O	NIL	_	_
Pal	I-work	O	B-work.primlit	O	O	O	NIL	_	_
.	E-work	O	I-work.primlit	O	O	O	NIL	_	_
ἄρ᾽	O	O	O	O	O	O	_	_	_
Edd	B-pers	O	I-scope	O	O	O	NIL	_	_
.	E-pers	O	I-scope	O	O	O	NIL	_	_
ἄρ᾽	O	O	O	O	O	O	_	_	_
A	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
1456	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
εἰωθότωσ	O	O	O	O	O	O	_	_	_
