TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Neuigkeiten	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
Mißhandlung	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Franken	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Rom	B-loc	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
]	O	_	_	_	_	_	_	_	_
Buonaparte	B-pers	_	_	_	_	_	_	_	_
'	I-pers	_	_	_	_	_	_	_	_
s	I-pers	_	_	_	_	_	_	_	_
Bruder	O	_	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
neulich	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
erzählten	O	_	_	_	_	_	_	_	_
Vorfälle	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Rom	B-loc	_	_	_	_	_	_	_	_
ans	O	_	_	_	_	_	_	_	_
Directorium	O	_	_	_	_	_	_	_	_
berichtet	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
verdächtige	O	_	_	_	_	_	_	_	_
Weise	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
römische	O	_	_	_	_	_	_	_	_
Regierung	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
dabey	O	_	_	_	_	_	_	_	_
betrug	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
sehr	O	_	_	_	_	_	_	_	_
klares	O	_	_	_	_	_	_	_	_
Licht	O	_	_	_	_	_	_	_	_
gesezt	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
hatte	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
25	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Dec	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
einige	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Aufrührer	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Vertrauen	O	_	_	_	_	_	_	_	_
Frank	B-loc	_	_	_	_	_	_	_	_
reichs	B-loc	_	_	_	_	_	_	_	_
Schutz	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Beystand	O	_	_	_	_	_	_	_	_
erflehten	O	_	_	_	_	_	_	_	_
sehr	O	_	_	_	_	_	_	_	_
dringend	O	_	_	_	_	_	_	_	_
„	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
derb	O	_	_	_	_	_	_	_	_
abgewiesen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
vom	O	_	_	_	_	_	_	_	_
ganzen	O	_	_	_	_	_	_	_	_
Vorhaben	O	_	_	_	_	_	_	_	_
dem	O	_	_	_	_	_	_	_	_
Kardinal	O	_	_	_	_	_	_	_	_
Staatssekretär	O	_	_	_	_	_	_	_	_
Nachricht	O	_	_	_	_	_	_	_	_
gegeben	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
damit	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
Sicherheitsanstalten	O	_	_	_	_	_	_	_	_
träfe	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Derselbe	O	_	_	_	_	_	_	_	_
ver	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
sprach	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Abends	O	_	_	_	_	_	_	_	_
um	O	_	_	_	_	_	_	_	_
6	O	_	_	_	_	_	_	_	_
Uhr	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
franz	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Gesandten	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
seiner	O	_	_	_	_	_	_	_	_
Wohnung	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
besuchen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
ihm	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
nähere	O	_	_	_	_	_	_	_	_
Maßregeln	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
verabreden	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Aller	O	_	_	_	_	_	_	_	_
dieser	O	_	_	_	_	_	_	_	_
Vor	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
sicht	O	_	_	_	_	_	_	_	_
ungeachtet	O	_	_	_	_	_	_	_	_
ward	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Ausbruch	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Auflaufs	O	_	_	_	_	_	_	_	_
von	O	_	_	_	_	_	_	_	_
pässtlichen	O	_	_	_	_	_	_	_	_
Emissarien	O	_	_	_	_	_	_	_	_
selbst	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
am	O	_	_	_	_	_	_	_	_
lautesten	O	_	_	_	_	_	_	_	_
Vivat	O	_	_	_	_	_	_	_	_
riefen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
veranstaltet	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
geleitet	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Man	O	_	_	_	_	_	_	_	_
ver	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
letzte	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Freyheit	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
französ	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Pallastes	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
drang	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Höfe	O	_	_	_	_	_	_	_	_
ein	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
schoß	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
mordete	O	_	_	_	_	_	_	_	_
daselbst	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
legte	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Gen	B-pers	_	_	_	_	_	_	_	_
.	I-pers	_	_	_	_	_	_	_	_
Duphot	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Soldaten	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
un	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
erschrockener	O	_	_	_	_	_	_	_	_
Kuhnheit	O	_	_	_	_	_	_	_	_
vom	O	_	_	_	_	_	_	_	_
fernern	O	_	_	_	_	_	_	_	_
Feuern	O	_	_	_	_	_	_	_	_
abhal	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
ten	O	_	_	_	_	_	_	_	_
wollte	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
mit	O	_	_	_	_	_	_	_	_
vielen	O	_	_	_	_	_	_	_	_
Schüssen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Stichen	O	_	_	_	_	_	_	_	_
u	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Stein	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
würfen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Selbst	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Gesandten	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
General	B-pers	_	_	_	_	_	_	_	_
¬	I-pers	_	_	_	_	_	_	_	_
Lieutenant	I-pers	_	_	_	_	_	_	_	_
Sherlöck	I-pers	_	_	_	_	_	_	_	_
wollten	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Unbändigen	O	_	_	_	_	_	_	_	_
töd	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
ten	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
gelang	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
beyden	O	_	_	_	_	_	_	_	_
Verfolgten	O	_	_	_	_	_	_	_	_
zu	O	_	_	_	_	_	_	_	_
ent	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
kommen	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Es	O	_	_	_	_	_	_	_	_
ließ	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
dennoch	O	_	_	_	_	_	_	_	_
keine	O	_	_	_	_	_	_	_	_
Obrigkeit	O	_	_	_	_	_	_	_	_
sehen	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
um	O	_	_	_	_	_	_	_	_
abzuwehren	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
obschon	O	_	_	_	_	_	_	_	_
daß	O	_	_	_	_	_	_	_	_
Schießen	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Pallaste	O	_	_	_	_	_	_	_	_
noch	O	_	_	_	_	_	_	_	_
lange	O	_	_	_	_	_	_	_	_
fortdauerte	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Nur	O	_	_	_	_	_	_	_	_
einen	O	_	_	_	_	_	_	_	_
leeren	O	_	_	_	_	_	_	_	_
Bedauerungsbrief	O	_	_	_	_	_	_	_	_
schrieb	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Staatssekretär	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Folge	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
aber	O	_	_	_	_	_	_	_	_
am	O	_	_	_	_	_	_	_	_
Tage	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
Mordes	O	_	_	_	_	_	_	_	_
selbst	O	_	_	_	_	_	_	_	_
kam	O	_	_	_	_	_	_	_	_
er	O	_	_	_	_	_	_	_	_
zur	O	_	_	_	_	_	_	_	_
versprochenen	O	_	_	_	_	_	_	_	_
Stunde	O	_	_	_	_	_	_	_	_
gar	O	_	_	_	_	_	_	_	_
nicht	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
überließ	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Gesandten	O	_	_	_	_	_	_	_	_
seinem	O	_	_	_	_	_	_	_	_
Schicksal	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
obwohl	O	_	_	_	_	_	_	_	_
seine	O	_	_	_	_	_	_	_	_
Gegen	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
wart	O	_	_	_	_	_	_	_	_
gewiß	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
fernere	O	_	_	_	_	_	_	_	_
Blutbad	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
welchem	O	_	_	_	_	_	_	_	_
mehr	O	_	_	_	_	_	_	_	_
als	O	_	_	_	_	_	_	_	_
20	O	_	_	_	_	_	_	_	_
Personen	O	_	_	_	_	_	_	_	_
das	O	_	_	_	_	_	_	_	_
Leben	O	_	_	_	_	_	_	_	_
verloren	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
verhütet	O	_	_	_	_	_	_	_	_
hät	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
te	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
—	O	_	_	_	_	_	_	_	_
Das	O	_	_	_	_	_	_	_	_
Directorium	O	_	_	_	_	_	_	_	_
beschloß	O	_	_	_	_	_	_	_	_
diesen	O	_	_	_	_	_	_	_	_
Nachrichten	O	_	_	_	_	_	_	_	_
zufolge	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
welche	O	_	_	_	_	_	_	_	_
es	O	_	_	_	_	_	_	_	_
einleuchtend	O	_	_	_	_	_	_	_	_
machten	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
habe	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Rom	B-loc	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
Ermordung	O	_	_	_	_	_	_	_	_
Basseville	B-pers	_	_	_	_	_	_	_	_
'	I-pers	_	_	_	_	_	_	_	_
s	I-pers	_	_	_	_	_	_	_	_
erneuern	O	_	_	_	_	_	_	_	_
wol	O	_	_	_	_	_	_	_	_
¬	O	_	_	_	_	_	_	_	_
len	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
indem	O	_	_	_	_	_	_	_	_
man	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
Gen	B-pers	_	_	_	_	_	_	_	_
.	I-pers	_	_	_	_	_	_	_	_
Duphot	I-pers	_	_	_	_	_	_	_	_
umbrachte	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
henden	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
glücklichen	O	_	_	_	_	_	_	_	_
