TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
G	B-pers	_	_	_	_	_	_	_	_
R	O	_	_	_	_	_	_	_	_
E	O	_	_	_	_	_	_	_	_
E	O	_	_	_	_	_	_	_	_
F	O	_	_	_	_	_	_	_	_
E	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Le	O	_	_	_	_	_	_	_	_
public	O	_	_	_	_	_	_	_	_
est	O	_	_	_	_	_	_	_	_
averti	O	_	_	_	_	_	_	_	_
que	O	_	_	_	_	_	_	_	_
Charlotte	B-pers	_	_	_	_	_	_	_	_
née	I-pers	_	_	_	_	_	_	_	_
Bourgoin	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
femme	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
Joseph	B-pers	_	_	_	_	_	_	_	_
Digiez	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
Maurice	B-pers	_	_	_	_	_	_	_	_
Bourgoin	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
enfant	O	_	_	_	_	_	_	_	_
mineur	O	_	_	_	_	_	_	_	_
représenté	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
sieur	B-pers	_	_	_	_	_	_	_	_
Jaques	I-pers	_	_	_	_	_	_	_	_
Charles	I-pers	_	_	_	_	_	_	_	_
Gicot	I-pers	_	_	_	_	_	_	_	_
son	I-pers	_	_	_	_	_	_	_	_
curateur	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
ont	O	_	_	_	_	_	_	_	_
été	O	_	_	_	_	_	_	_	_
admis	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
arrêt	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
Conseil	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
Etat	O	_	_	_	_	_	_	_	_
du	B-time	_	_	_	_	_	_	_	_
5	I-time	_	_	_	_	_	_	_	_
décembre	I-time	_	_	_	_	_	_	_	_
1797	I-time	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
solliciter	O	_	_	_	_	_	_	_	_
une	O	_	_	_	_	_	_	_	_
renonciation	O	_	_	_	_	_	_	_	_
générale	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
absolue	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	_
biens	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	_
dettes	O	_	_	_	_	_	_	_	_
présentes	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
futures	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
Jean	B-pers	_	_	_	_	_	_	_	_
-	I-pers	_	_	_	_	_	_	_	_
Baptiste	I-pers	_	_	_	_	_	_	_	_
Bourgoin	I-pers	_	_	_	_	_	_	_	_
leur	O	_	_	_	_	_	_	_	_
pe	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
re	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
qu	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
conséquence	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	_
susdits	O	_	_	_	_	_	_	_	_
enfans	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
duement	O	_	_	_	_	_	_	_	_
assistés	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
autorisés	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
présenteront	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
devant	O	_	_	_	_	_	_	_	_
ia	O	_	_	_	_	_	_	_	_
noble	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
Landeron	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
mer	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
credi	O	_	_	_	_	_	_	_	_
17	O	_	_	_	_	_	_	_	_
janvier	O	_	_	_	_	_	_	_	_
courant	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
porter	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
prédite	O	_	_	_	_	_	_	_	_
renonciation	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
assignant	O	_	_	_	_	_	_	_	_
péremptoirement	O	_	_	_	_	_	_	_	_
tous	O	_	_	_	_	_	_	_	_
ceux	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	_
estimeraient	O	_	_	_	_	_	_	_	_
être	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
fondés	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
s	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
opposer	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
comparcutre	O	_	_	_	_	_	_	_	_
ce	O	_	_	_	_	_	_	_	_
jour	O	_	_	_	_	_	_	_	_
-	O	_	_	_	_	_	_	_	_
là	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
dite	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
hure	O	_	_	_	_	_	_	_	_
va	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
^	O	_	_	_	_	_	_	_	_
pir	O	_	_	_	_	_	_	_	_
leurs	O	_	_	_	_	_	_	_	_
droits	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
alléguer	O	_	_	_	_	_	_	_	_
leurs	O	_	_	_	_	_	_	_	_
moyens	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
opposW	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
|	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
priS	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
sou	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
peine	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
forclusion	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
X	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
En	O	_	_	_	_	_	_	_	_
vertu	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
un	O	_	_	_	_	_	_	_	_
gracieux	O	_	_	_	_	_	_	_	_
arrêt	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
Gouvernement	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
date	O	_	_	_	_	_	_	_	_
di	O	_	_	_	_	_	_	_	_
»	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
octobre	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
ensuite	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
direction	O	_	_	_	_	_	_	_	_
donnée	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
35	O	_	_	_	_	_	_	_	_
novembre	O	_	_	_	_	_	_	_	_
dernier	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
honorable	O	_	_	_	_	_	_	_	_
cour	O	_	_	_	_	_	_	_	_
dé	I-org	_	_	_	_	_	_	_	_
justice	I-org	_	_	_	_	_	_	_	_
du	I-org	_	_	_	_	_	_	_	_
Val	I-org	_	_	_	_	_	_	_	_
-	I-org	_	_	_	_	_	_	_	_
de	I-org	_	_	_	_	_	_	_	_
-	I-org	_	_	_	_	_	_	_	_
Travers	I-org	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
sieur	B-pers	_	_	_	_	_	_	_	_
Daniel	I-pers	_	_	_	_	_	_	_	_
Meuron	I-pers	_	_	_	_	_	_	_	_
,	I-pers	_	_	_	_	_	_	_	_
maïUe	I-pers	_	_	_	_	_	_	_	_
charpentier	I-pers	_	_	_	_	_	_	_	_
,	I-pers	_	_	_	_	_	_	_	_
_	I-pers	_	_	_	_	_	_	_	_
bourgeois	I-pers	_	_	_	_	_	_	_	_
de	I-pers	_	_	_	_	_	_	_	_
Neuchatel	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
sa	O	_	_	_	_	_	_	_	_
qualité	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
tuteur	O	_	_	_	_	_	_	_	_
juridiquement	O	_	_	_	_	_	_	_	_
établi	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
quatre	O	_	_	_	_	_	_	_	_
enfans	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
bas	O	_	_	_	_	_	_	_	_
âge	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
Frédéric	B-pers	_	_	_	_	_	_	_	_
-	I-pers	_	_	_	_	_	_	_	_
Henri	I-pers	_	_	_	_	_	_	_	_
_	I-pers	_	_	_	_	_	_	_	_
Lequin	I-pers	_	_	_	_	_	_	_	_
de	I-pers	_	_	_	_	_	_	_	_
Fleurier	B-loc	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
Marie	B-pers	_	_	_	_	_	_	_	_
-	I-pers	_	_	_	_	_	_	_	_
Louise	I-pers	_	_	_	_	_	_	_	_
Meuron	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	_
sont	O	_	_	_	_	_	_	_	_
nommément	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
Jouas	O	_	_	_	_	_	_	_	_
Frédéric	B-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Auguste	B-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
Alexandre	B-pers	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
Louise	B-pers	_	_	_	_	_	_	_	_
-	I-pers	_	_	_	_	_	_	_	_
Rosalio	I-pers	_	_	_	_	_	_	_	_
Lequin	I-pers	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
fait	O	_	_	_	_	_	_	_	_
savoir	O	_	_	_	_	_	_	_	_
qu	O	_	_	_	_	_	_	_	_
'	O	_	_	_	_	_	_	_	_
il	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
présentera	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
dite	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
samedi	O	_	_	_	_	_	_	_	_
30	O	_	_	_	_	_	_	_	_
janvier	O	_	_	_	_	_	_	_	_
courant	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
solliciter	O	_	_	_	_	_	_	_	_
eu	O	_	_	_	_	_	_	_	_
faveur	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
ses	O	_	_	_	_	_	_	_	_
susdits	O	_	_	_	_	_	_	_	_
pupilles	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
une	O	_	_	_	_	_	_	_	_
renonciation	O	_	_	_	_	_	_	_	_
formelle	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
jiiridique	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	_
bien	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
dettes	O	_	_	_	_	_	_	_	_
présens	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
*	O	_	_	_	_	_	_	_	_
futurs	O	_	_	_	_	_	_	_	_
dudit	O	_	_	_	_	_	_	_	_
Frédéric	B-pers	_	_	_	_	_	_	_	_
Henri	O	_	_	_	_	_	_	_	_
Lequin	O	_	_	_	_	_	_	_	_
leur	O	_	_	_	_	_	_	_	_
père	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
En	O	_	_	_	_	_	_	_	_
conséquence	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
quoi	O	_	_	_	_	_	_	_	_
tous	O	_	_	_	_	_	_	_	_
ceux	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	_
pourraient	O	_	_	_	_	_	_	_	_
opposer	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
ladite	O	_	_	_	_	_	_	_	_
renonciation	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
sont	O	_	_	_	_	_	_	_	_
cités	O	_	_	_	_	_	_	_	_
péremptoirement	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
présenter	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
dudit	O	_	_	_	_	_	_	_	_
Val	B-loc	_	_	_	_	_	_	_	_
de	I-loc	_	_	_	_	_	_	_	_
-	I-loc	_	_	_	_	_	_	_	_
Travers	I-loc	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	_
©	O	_	_	_	_	_	_	_	_
dit	O	_	_	_	_	_	_	_	_
30	O	_	_	_	_	_	_	_	_
janvier	O	_	_	_	_	_	_	_	_
cornant	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
poar	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	_
seuieuir	O	_	_	_	_	_	_	_	_
leurs	O	_	_	_	_	_	_	_	_
durits	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
«	O	_	_	_	_	_	_	_	_
14	O	_	_	_	_	_	_	_	_
s	O	_	_	_	_	_	_	_	_
pain	O	_	_	_	_	_	_	_	_
»	O	_	_	_	_	_	_	_	_
«	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
forclusion	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
AVIS	O	_	_	_	_	_	_	_	_
DIVERS	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
1	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Les	O	_	_	_	_	_	_	_	_
circonstances	O	_	_	_	_	_	_	_	_
ttu	O	_	_	_	_	_	_	_	_
moment	O	_	_	_	_	_	_	_	_
ont	O	_	_	_	_	_	_	_	_
engage	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
Magistrat	O	_	_	_	_	_	_	_	_
rie	O	_	_	_	_	_	_	_	_
.	O	_	_	_	_	_	_	_	_
Neuchatel	B-loc	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
renvoyer	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
tirage	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
ia	O	_	_	_	_	_	_	_	_
première	O	_	_	_	_	_	_	_	_
