TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
FROM	O	O	O	O	O	O	_	_	_
A	O	O	O	O	O	O	_	_	_
VIRGINIA	B-pers	O	O	O	O	O	NIL	_	_
PAPER	E-pers	O	O	O	O	O	NIL	_	_
.	O	O	O	O	O	O	_	_	_
To	O	O	O	O	O	O	_	_	_
his	O	O	O	O	O	O	_	_	_
EXCELLENCY	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
GOVERNOR	O	O	O	O	O	O	_	_	_
GINIA	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
NEW	O	O	O	O	O	O	_	_	_
-	O	O	O	O	O	O	_	_	_
YORK	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
SEPT	B-time	O	O	O	O	O	NIL	_	_
.	I-time	O	O	O	O	O	NIL	_	_
28	I-time	O	O	O	O	O	NIL	_	_
,	I-time	O	O	O	O	O	NIL	_	_
1780	E-time	O	O	O	O	O	NIL	_	_
.	O	O	O	O	O	O	_	_	_
SIR	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
W	O	O	O	O	O	O	_	_	_
E	O	O	O	O	O	O	_	_	_
have	O	O	O	O	O	O	_	_	_
long	O	O	O	O	O	O	_	_	_
waited	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
anxious	O	O	O	O	O	O	_	_	_
expectations	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
having	O	O	O	O	O	O	_	_	_
it	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
our	O	O	O	O	O	O	_	_	_
power	O	O	O	O	O	O	_	_	_
to	O	O	O	O	O	O	_	_	_
tranlinit	O	O	O	O	O	O	_	_	_
effec	O	O	O	O	O	O	_	_	_
¬	O	O	O	O	O	O	_	_	_
tual	O	O	O	O	O	O	_	_	_
Amendments	O	O	O	O	O	O	_	_	_
to	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Conftitution	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Uni	O	O	O	O	O	O	_	_	_
¬	O	O	O	O	O	O	_	_	_
ted	O	O	O	O	O	O	_	_	_
Stares	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
it	O	O	O	O	O	O	_	_	_
is	O	O	O	O	O	O	_	_	_
with	O	O	O	O	O	O	_	_	_
grief	O	O	O	O	O	O	_	_	_
that	O	O	O	O	O	O	_	_	_
we	O	O	O	O	O	O	_	_	_
now	O	O	O	O	O	O	_	_	_
fend	O	O	O	O	O	O	_	_	_
forward	O	O	O	O	O	O	_	_	_
propolitions	O	O	O	O	O	O	_	_	_
inadequate	O	O	O	O	O	O	_	_	_
to	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
purpofe	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
real	O	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
fubftantial	O	O	O	O	O	O	_	_	_
Amendments	O	O	O	O	O	O	_	_	_
,	O	O	O	O	O	O	_	_	_
and	O	O	O	O	O	O	_	_	_
fo	O	O	O	O	O	O	_	_	_
far	O	O	O	O	O	O	_	_	_
fhort	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
wiihes	O	O	O	O	O	O	_	_	_
of	O	O	O	O	O	O	_	_	_
our	O	O	O	O	O	O	_	_	_
country	O	O	O	O	O	O	_	_	_
.	O	O	O	O	O	O	_	_	_
By	O	O	O	O	O	O	_	_	_
perufing	O	O	O	O	O	O	_	_	_
the	O	O	O	O	O	O	_	_	_
Journal	B-prod	O	O	O	O	O	NIL	_	_
of	I-prod	O	O	O	O	O	NIL	_	_
the	I-prod	O	O	O	O	O	NIL	_	_
Senate	E-prod	O	O	O	O	O	NIL	_	_
,	O	O	O	O	O	O	_	_	_
your	O	O	O	O	O	O	_	_	_
