TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:document_id = hidden_test_de_1
# hipe2022:date = 1895-07-06
# hipe2022:language = de
# hipe2022:dataset = newseye
# hipe2022:document_type = newspaper
# hipe2022:original_source = NewsEye-GT-NER_EL_StD-v1/NewsEye-German/hidden_test.tsv
# newseye:decade = 1895
# newseye:doi = https://doi.org/10.5281/zenodo.4573313
# newseye:version = v1.0
# newseye:publication_title = aze 
# newseye:original_license = CC-BY 4.0
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
Redaktion:	O	_	_	_	_	O	-	_	-
Vom	O	_	_	_	_	O	-	_	-
Tage	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Wien	B-loc	_	_	_	_	O	Q1741	_	-
,	O	_	_	_	_	O	-	_	-
5	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Juli	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
erfahren	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
„	O	_	_	_	_	O	-	_	-
welche	O	_	_	_	_	O	-	_	-
einzelne	O	_	_	_	_	O	-	_	-
Individuen	O	_	_	_	_	O	-	_	-
oder	O	_	_	_	_	O	-	_	-
Bevölkerungs¬	O	_	_	_	_	O	-	_	-
Der	O	_	_	_	_	O	-	_	-
Minister	O	_	_	_	_	O	-	_	-
des	O	_	_	_	_	O	-	_	-
Innern	O	_	_	_	_	O	-	_	-
wünschte	O	_	_	_	_	O	-	_	-
gestern	O	_	_	_	_	O	-	_	-
zu	O	_	_	_	_	O	-	_	-
erfahren	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
„	O	_	_	_	_	O	-	_	-
welche	O	_	_	_	_	O	-	_	-
einzelne	O	_	_	_	_	O	-	_	-
Individuen	O	_	_	_	_	O	-	_	-
oder	O	_	_	_	_	O	-	_	-
Bevölkerungs¬	O	_	_	_	_	O	-	_	-
klassen	O	_	_	_	_	O	-	_	-
""""	O	_	_	_	_	O	-	_	-
unter	O	_	_	_	_	O	-	_	-
dem	O	_	_	_	_	O	-	_	-
Ausnahmszustand	O	_	_	_	_	O	-	_	-
leiden	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Der	O	_	_	_	_	O	-	_	-
Ab¬	O	_	_	_	_	O	-	_	-
geordnete	O	_	_	_	_	O	-	_	-
Kramarsch	B-pers	_	_	_	_	O	NIL	_	-
hat	O	_	_	_	_	O	-	_	-
heute	O	_	_	_	_	O	-	_	-
in	O	_	_	_	_	O	-	_	-
einer	O	_	_	_	_	O	-	_	-
sehr	O	_	_	_	_	O	-	_	-
eindrucks¬	O	_	_	_	_	O	-	_	-
vollen	O	_	_	_	_	O	-	_	-
Rede	O	_	_	_	_	O	-	_	-
dargelegt	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
welche	O	_	_	_	_	O	-	_	-
entsittlichende	O	_	_	_	_	O	-	_	-
Wirkungen	O	_	_	_	_	O	-	_	-
der	O	_	_	_	_	O	-	_	-
Ausnahmszustand	O	_	_	_	_	O	-	_	-
für	O	_	_	_	_	O	-	_	-
die	O	_	_	_	_	O	-	_	-
Verwaltung	O	_	_	_	_	O	-	_	-
in	O	_	_	_	_	O	-	_	-
Prag	B-loc	_	_	_	_	O	Q1085	_	-
nach	O	_	_	_	_	O	-	_	-
sich	O	_	_	_	_	O	-	_	-
zieht	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
und	O	_	_	_	_	O	-	_	-
wie	O	_	_	_	_	O	-	_	-
auch	O	_	_	_	_	O	-	_	-
nicht	O	_	_	_	_	O	-	_	-
ein	O	_	_	_	_	O	-	_	-
Schatten	O	_	_	_	_	O	-	_	-
von	O	_	_	_	_	O	-	_	-
Grund	O	_	_	_	_	O	-	_	-
vorliegt	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
der	O	_	_	_	_	O	-	_	-
die	O	_	_	_	_	O	-	_	-
Unterdrückung	O	_	_	_	_	O	-	_	-
der	O	_	_	_	_	O	-	_	-
politischen	O	_	_	_	_	O	-	_	-
Rechte	O	_	_	_	_	O	-	_	-
in	O	_	_	_	_	O	-	_	-
Prag	B-loc	_	_	_	_	O	Q1085	_	-
rechtfertigen	O	_	_	_	_	O	-	_	-
würde	O	_	_	_	_	O	-	_	-
.	O	_	_	_	_	O	-	_	-
Wenn	O	_	_	_	_	O	-	_	-
das	O	_	_	_	_	O	-	_	-
Abgeordneten¬	O	_	_	_	_	O	-	_	-
haus	O	_	_	_	_	O	-	_	-
nicht	O	_	_	_	_	O	-	_	-
so	O	_	_	_	_	O	-	_	-
entnervt	O	_	_	_	_	O	-	_	-
wäre	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
nicht	O	_	_	_	_	O	-	_	-
bar	O	_	_	_	_	O	-	_	-
jeder	O	_	_	_	_	O	-	_	-
selbst¬	O	_	_	_	_	O	-	_	-
ständigen	O	_	_	_	_	O	-	_	-
Regung	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
würde	O	_	_	_	_	O	-	_	-
es	O	_	_	_	_	O	-	_	-
sich	O	_	_	_	_	O	-	_	-
natürlich	O	_	_	_	_	O	-	_	-
nicht	O	_	_	_	_	O	-	_	-
begnügen	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
zu	O	_	_	_	_	O	-	_	-
warten	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
bis	O	_	_	_	_	O	-	_	-
es	O	_	_	_	_	O	-	_	-
irgendeiner	O	_	_	_	_	O	-	_	-
Regierung	O	_	_	_	_	O	-	_	-
belieben	O	_	_	_	_	O	-	_	-
wird	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
den	O	_	_	_	_	O	-	_	-
Ausnahmszustand	O	_	_	_	_	O	-	_	-
aus	O	_	_	_	_	O	-	_	-
einer	O	_	_	_	_	O	-	_	-
Art	O	_	_	_	_	O	-	_	-
Huld	O	_	_	_	_	O	-	_	-
aufzuheben	O	_	_	_	_	O	-	_	-
,	O	_	_	_	_	O	-	_	-
sondern	O	_	_	_	_	O	-	_	-
