System	Evaluation	Label	P	R	F1	F1_std	P_std	R_std	TP	FP	FN
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	ALL	0.801	0.899	0.847				313	78	35
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	DATE	0.0	0.0	0				0	6	3
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	LOC	1.0	0.667	0.8				2	0	1
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.AUTHOR	0.729	0.915	0.811				43	16	4
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.EDITOR	0.0	0.0	0				0	3	4
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.MYTH	0.907	0.951	0.929				39	4	2
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	PERS.OTHER	0.25	0.25	0.25				1	3	3
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	SCOPE	0.873	0.914	0.893				138	20	13
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	WORK.FRAGM	0.0	0.0	0				0	1	2
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	WORK.PRIMLIT	0.771	0.976	0.862				81	24	2
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-fuzzy-TIME-ALL-LED-ALL	WORK.SECLIT	0.9	0.9	0.9				9	1	1
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	ALL	0.754	0.848	0.798				295	96	53
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	DATE	0.0	0.0	0				0	6	3
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	LOC	1.0	0.667	0.8				2	0	1
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.AUTHOR	0.678	0.851	0.755				40	19	7
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.EDITOR	0.0	0.0	0				0	3	4
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.MYTH	0.907	0.951	0.929				39	4	2
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	PERS.OTHER	0.25	0.25	0.25				1	3	3
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	SCOPE	0.804	0.841	0.822				127	31	24
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	WORK.FRAGM	0.0	0.0	0				0	1	2
team2_bundle1_ajmc_en_1	NE-FINE-LIT-micro-strict-TIME-ALL-LED-ALL	WORK.PRIMLIT	0.733	0.928	0.819				77	28	6
